coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Jun 03 18:03:04 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400513378217570310,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/JoGrRol/status/1400513378217570310,Sat Jul 22 23:00:00 +0000 2017,888896437362327553,false,Natura górą!,133438,1071,1861,2,Planeta Ziemia,Jo Groszkowski,JoGrRol,46438,,,false
,Thu Jun 03 17:39:28 +0000 2021,,,,0,1400507439380893698,,,,pl,,,,1,1400480865730412544,culturovo,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Od kilku dni pod polskim przedstawicielstwem Komisji Europejskiej głodują Białorusinki. Wsparły je wczoraj również Polki i Ukrainki, pokazały ""dekolt dla Białorusi"". W czwartek wieczorem kolejna odsłona manifestacji.""

https://t.co/ELTyNtVZeg",https://twitter.com/culturovo/status/1400507439380893698,Wed Mar 04 12:42:47 +0000 2015,3069866278,false,"""All we are saying is give peace a chance""
John Lennon.",38159,2600,1385,20,Wrocław/Warszawa,Culturovo,culturovo,58293,,http://culturovo.pl/index,false
,Thu Jun 03 17:41:41 +0000 2021,wyborcza,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27138460,chinskie-kamery-na-willi-prezydenta-dudy-posel-zlozyl-interpelacje.html?utm_source=facebook.com&utm_medium=SM&utm_campaign=FB_Gazeta_Wyborcza",0,1400507998003412993,,,,pl,,false,,30,1400375064122560516,gazeta_wyborcza,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Chińskie kamery na willi prezydenta Dudy. ""Ryzyko inwigilacji ze strony Pekinu"" #wyborcza https://t.co/KnY9TpSyAZ",https://twitter.com/PrzyjacielIPP/status/1400507998003412993,Fri Dec 29 21:15:21 +0000 2017,946852161631277056,false,"Biblijny Chrześcijanin Popieram #Ruch11Listopada #IPPTV🇵🇱 🇭🇰🇨🇿 🇮🇱 🇺🇸#MAGA #MPGA #NiePochodzęOdMałpy #followJesus  #NoToEUArmy!
#CzytamBiblię!",68968,241,112,0,,Przyjaciel IPP,PrzyjacielIPP,77041,,,false
,Thu Jun 03 17:45:36 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27158388.html",0,1400508982230462464,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Szczepienia Ukraińców w Polsce. Część już się zaszczepiła, inni nie wiedzą, że mogą to zrobić‼️⤵️https://t.co/cc5lEPrxAo",https://twitter.com/RyszardZajdel/status/1400508982230462464,Tue Feb 03 17:13:25 +0000 2015,3014760993,false,"Kosmologia,Astronomia, fizyka,historia,polityka i sport to moje życiowe pasje.Były działacz NSZZ Solidarność w latach;1980-96 i były warszawski radny.",15634,250,380,1,"Warszawa, Mazowieckie",Ryszard Zajdel,RyszardZajdel,31992,,,false
,Thu Jun 03 17:25:49 +0000 2021,,https://twitter.com/GregZabrisky/status/1400504006762508295/photo/1,"https://warszawa.wyborcza.pl/warszawa/7,54420,25469765,arystokrata-celebryta-rzezbiarz-sportowiec-skandalista.html?disableRedirects=true",0,1400504006762508295,GregZabrisky,1400495402487619585,3179885075,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Historia_PR a o jego potomku Auguście Zamoyskim rzeźbiarzu napisali nawet w Gazecie Wyborczej, a ja mam zdjęcie takie  https://t.co/SYKsbkrM3A https://t.co/Gct91YuCqo",https://twitter.com/GregZabrisky/status/1400504006762508295,Sat Apr 18 16:12:31 +0000 2015,3179885075,false,"Si vous permettez à la vermine de se multiplier, les lois de la vermine naissent. Et les éloges sont nés qui les féliciteront - Saint-Ex",106228,3010,1117,28,,Greg Zabrisky,GregZabrisky,152142,,,false
,Thu Jun 03 16:56:43 +0000 2021,JanOlszewski,,,0,1400496681645490184,,,,pl,,,,2,1400495074811813891,BorkowskMarek,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nie można postawić pomnika Premierowi #JanOlszewski w w .@Warszawa (bo radni @PORP_Warszawa byli przeciw) to zostanie postawiony pod Warszawą w #Okuniew. Odsłonięcie już jutro o g. 11. A to dzięki Burmistrzowi @halinow Adamowi Ciszkowskiemu 🙂https://t.co/KuPfXUewUu,https://twitter.com/rutkowski1PiS/status/1400496681645490184,Sun Jan 26 21:05:53 +0000 2014,2306452739,false,"- Co by pan chciał zmienić? – W kraju? – Nie   -W mieszkaniu? – Też nic    :) 🇵🇱

 - 你想改变？  - 在国内？  - 不要。在公寓？  - 也没什么。",100588,4530,1783,50,,.,rutkowski1PiS,181787,,,false
,Thu Jun 03 17:43:32 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27160380.html",0,1400508464921821191,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",W Warszawie można zaszczepić się od ręki. Punkty działają nawet w Boże Ciało‼️⤵️ https://t.co/q03AJE9UXx,https://twitter.com/RyszardZajdel/status/1400508464921821191,Tue Feb 03 17:13:25 +0000 2015,3014760993,false,"Kosmologia,Astronomia, fizyka,historia,polityka i sport to moje życiowe pasje.Były działacz NSZZ Solidarność w latach;1980-96 i były warszawski radny.",15634,250,380,1,"Warszawa, Mazowieckie",Ryszard Zajdel,RyszardZajdel,31992,,,false
,Thu Jun 03 17:19:05 +0000 2021,,,,0,1400502311663845376,,,,pl,,,1399786626612609030,175,1399839600168902657,PatrykJaki,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Czyli prezydenci opozycji: 
👉Poznań -cieszy się z okresu okupacji Polski  
👉Warszawa -wprost finansowany z niemieckich fundacji, po co lotnisko w Polsce jak jest w Berlinie 
👉Gdańsk -II wojna zaczęła się od „złego słowa Polaków” 
Analfabeci historyczni i lojalność zewnętrzna https://t.co/pJor6dt2Tn",https://twitter.com/ha55an_o2/status/1400502311663845376,Mon Feb 29 22:41:58 +0000 2016,704436477619511299,true,,52832,355,1807,1,,ha55an@o2.pl,ha55an_o2,43529,,,false
,Thu Jun 03 17:56:25 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400511706019860497,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/Stefcio20/status/1400511706019860497,Sat Feb 24 12:17:05 +0000 2018,967372810409725954,true,,111665,366,358,0,,Zbyszek Kwasny,Stefcio20,136680,,,false
,Thu Jun 03 18:06:56 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400514352566964228,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/spacerowiczka1/status/1400514352566964228,Tue May 19 06:55:20 +0000 2015,3289631241,false,"RT nie zawsze oznacza poparcie,czasem pokazuję światu jakiegoś czubka. Kopirajty! https://t.co/GVzh62XF68",85701,4621,1893,22,"Warszawa, Mazowieckie",Marta ( ona/jej),spacerowiczka1,45717,,,false
,Thu Jun 03 17:46:45 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,743,1400509272979615746,,,,pl,"Warsaw, Poland",false,,96,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/MichalSzczerba/status/1400509272979615746,Tue Jul 21 21:00:37 +0000 2009,58919878,false,Warszawiak. Poseł na Sejm.🇵🇱🇪🇺Member of Polish Parliament. Vice-President of NATO Parliamentary Assembly. fmr. Co-Chair 🇺🇦-NATO Interparliamentary Council,140021,154471,6074,356,Warszawa,Michał Szczerba,MichalSzczerba,26208,,https://www.facebook.com/posel.szczerba/,true
,Thu Jun 03 18:03:49 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400513569872089094,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/MichalBoni/status/1400513569872089094,Tue Aug 16 13:44:09 +0000 2011,356190403,false,"SWPS University, Senator SMEEurope, ODFoundation Found Board, Martens Centre-Senior Researcher Associate, Europoseł, Minister, Doradca Premiera 🇵🇱🇪🇺",173653,50165,2381,813,"Warszawa, Polska, ",Michał Boni,MichalBoni,200923,,,true
,Thu Jun 03 17:50:36 +0000 2021,,,,0,1400510241834426372,,,,pl,,,,7,1400502528790380547,molszew77,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ruszyła letnia odsłona placu Zbawiciela! W ogródkach restauracyjnych jest teraz więcej przestrzeni, a na barierach zabezpieczających pojawiły się prace konkursowe mieszkańców. Zobaczcie. 👇 https://t.co/slxAH0VtPH",https://twitter.com/SKM_Warszawa/status/1400510241834426372,Fri Mar 06 08:13:37 +0000 2020,1235840861323145216,false,Informacje Biura Komunikacji Szybkiej Kolei Miejskiej w Warszawie. RT nie oznacza poparcia.,5434,1129,201,16,Warszawa,SKM_Warszawa,SKM_Warszawa,11969,,http://www.skm.warszawa.pl/,false
,Thu Jun 03 17:43:42 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27138460.html",0,1400508505791082498,,,,pl,,false,,3,1400413443979726852,arkus86,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chińskie kamery na willi prezydenta Dudy. ""Ryzyko inwigilacji ze strony Pekinu"" https://t.co/kgRr9O0kzY",https://twitter.com/Rysiek76102827/status/1400508505791082498,Sun Jun 02 12:07:05 +0000 2019,1135155874480185344,false,Oczy ciemne,162457,263,336,2,,Rysiek,Rysiek76102827,118068,,,false
,Thu Jun 03 17:49:51 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400510053946384387,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/wolne_media_pl/status/1400510053946384387,Mon Apr 30 10:09:19 +0000 2018,990895869087113216,false,𝙳𝚣𝚒𝚎𝚗𝚗𝚒𝚔 𝚒 𝚃𝚎𝚕𝚎𝚠𝚒𝚣𝚓𝚊 𝚆𝚘𝚕𝚗𝚎-𝙼𝚎𝚍𝚒𝚊.𝚙𝚕,108714,16087,636,40,"Warszawa, Polska",wolne-media.pl,wolne_media_pl,68591,,http://wolne-media.pl,false
,Thu Jun 03 17:49:46 +0000 2021,,,,0,1400510032870051847,trzaskowski_,1400125931256156167,370112160,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@trzaskowski_ @warszawa @AldonaMachnow1 Co tak skromnie. Ty pomagasz wszystkim. Co tam jedna rodzina, wszystkim rodzinom na świecie a nawet we wszechświecie! To cały Rafał. Skromny do bólu",https://twitter.com/Iwona20484702/status/1400510032870051847,Fri Jan 17 05:52:36 +0000 2020,1218048373074296834,true,,1592,13,1,0,,Iwona,Iwona20484702,6390,,,false
,Thu Jun 03 17:33:28 +0000 2021,,,,1,1400505931717300229,RafalzKrakowa,1400505589546037249,884454564883161100,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@RafalzKrakowa @Amb_Niemiec Nie podnieci. Warszawa realnie ocenia ruchy Berlina i Moskwy.,https://twitter.com/BogdanKowalski2/status/1400505931717300229,Mon Mar 12 15:10:28 +0000 2018,973214647833841666,false,✝️ Prawa strona #PiS #Trójmorze #MuremZaPolskimMundurem #ReparationsForPoland #WażneiNieważne® #DobryRządNaTrudneCzasy https://t.co/cbxpmo0GAR,64528,5201,3651,4,,Bogdan Kowalski,BogdanKowalski2,35566,,,false
,Thu Jun 03 17:49:26 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400509949726298116,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/Nowa_Platforma/status/1400509949726298116,Wed Jul 22 15:49:30 +0000 2020,1285964362377822209,false,Profil nieoficjalny prowadzony przez sympatyków Koalicji Obywatelskiej ✌️,3024,1013,152,2,"Warszawa, Polska",Nowa_Platforma,Nowa_Platforma,27380,,,false
,Thu Jun 03 17:53:43 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400511024521003008,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/AnnaZorba/status/1400511024521003008,Sat Mar 01 17:53:14 +0000 2014,2367398018,true,,83553,41,399,0,,Anna Kwiatkowska,AnnaZorba,6960,,,false
,Thu Jun 03 17:43:37 +0000 2021,,https://twitter.com/AdamKAS7/status/1400508485658451973/photo/1,,3,1400508485658451973,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Warszawa+grill=mandat i kłopoty. Palicie na złość Trzaskowskiemu? https://t.co/mWGyRnFmKB,https://twitter.com/AdamKAS7/status/1400508485658451973,Wed Jan 27 12:48:25 +0000 2021,1354410892507697153,false,"Polska - to taka kraina,
która się w sercu zaczyna.
Potem jest w myślach blisko,
w pięknej ziemi nad Wisłą.",46169,6874,2251,10,POLSKA,Najważniejsza jest Polska.,AdamKAS7,40870,,,false
,Thu Jun 03 17:57:25 +0000 2021,BozeCiało,https://twitter.com/Alicja6511/status/1400425286257287171/photo/1,,0,1400511956193366021,,,,pl,,false,,32,1400425286257287171,Alicja6511,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#BozeCiało Warszawa 1861 . https://t.co/cd46MRmvwN,https://twitter.com/EKuklinska/status/1400511956193366021,Wed Aug 02 20:19:43 +0000 2017,892842369837654016,false,Bóg Honor Ojczyzna,1668,374,665,0,,Ela Kuklińska,EKuklinska,4607,,,false
,Thu Jun 03 17:48:20 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400509671987888133,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/MagdalenaGrabo6/status/1400509671987888133,Sat Oct 05 21:58:14 +0000 2013,1938959162,false,,37249,107,175,0,,MagdalenaGrabo6,MagdalenaGrabo6,9624,,,false
,Thu Jun 03 17:36:31 +0000 2021,,,,0,1400506698788487177,WVSawoniewicz,1400102662713098246,876871303575294000,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@WVSawoniewicz @mlodalewica_ @__Lewica @wiosnawarszawa @MiastoJestNasze @RobertBiedron @f_sterczewski @warszawa @ZDM_Warszawa @WwaDlaKlimatu @wiosnabiedronia Już pędzę się ""wyszczepiać"" po 3x od każdego producenta, żeby cisnąć się w tramwaju.",https://twitter.com/AlentProf/status/1400506698788487177,Thu Feb 18 09:35:09 +0000 2021,1362334773725822976,false,"Wiejski ekscentryk, notoryczny wrag naroda. Spadkobierca Wujka Dobra Rada.
Zawodowy kierownik szatni.",1030,181,184,1,,Szeryf z Pifpaf City,AlentProf,18057,,,false
,Thu Jun 03 17:38:54 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27159420,liczne-szczatki-ludzkie-na-budowie-czynszowki-w-centrum-miasta.html",1,1400507298422870020,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","https://t.co/Lf63cDach0
Na budowie w Tarczynie robotnicy odkryli zapomniany cmentarz, prawdopodobnie ofiar epidemii.",https://twitter.com/GazetaStoleczna/status/1400507298422870020,Wed May 14 12:06:47 +0000 2014,2494096068,false,"Wyborcza Warszawa. Najlepsze i najszybsze wiadomości z Warszawy,
Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/etuQfiKK9b",254,19221,365,152,,Wyborcza.pl Warszawa,GazetaStoleczna,40364,,http://warszawa.wyborcza.pl,false
,Thu Jun 03 17:20:37 +0000 2021,natura zieleń górka staw kwiaty pszczoła park ParkCzechowicki Czechowice Ursus Warszawa nature green hill flowers bee Warsaw,https://twitter.com/WarszawskiBlog/status/1400502697099513856/photo/1,,14,1400502697099513856,,,,pl,"Warsaw, Poland",false,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Parkowa zieleń🥰💚 Park green🥰💚 #natura #zieleń #górka #staw #kwiaty #pszczoła #park #ParkCzechowicki #Czechowice #Ursus #Warszawa #nature #green #hill #flowers #bee #Warsaw https://t.co/AGcp4lzZ3A,https://twitter.com/WarszawskiBlog/status/1400502697099513856,Wed Feb 28 01:58:53 +0000 2018,968666787691876352,false,"Blog spacerowo-fotograficzno-refleksyjny. O Warszawie dla jej wielbicieli, przeciwników i tych, którzy nie mają zdania. Bez zbędnych słów.",26451,276,296,1,Kielce/Warszawa ,Blog Warszawskistrumieńświadomości,WarszawskiBlog,2836,,http://warszawskistrumienswiadomosci.blogspot.com,false
,Thu Jun 03 18:07:56 +0000 2021,natura zieleń górka staw kwiaty pszczoła park ParkCzechowicki Czechowice Ursus,,,0,1400514603918954500,,,,pl,,,,2,1400502697099513856,WarszawskiBlog,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Parkowa zieleń🥰💚 Park green🥰💚 #natura #zieleń #górka #staw #kwiaty #pszczoła #park #ParkCzechowicki #Czechowice #Ursus #Warszawa #nature #green #hill #flowers #bee #Warsaw https://t.co/AGcp4lzZ3A,https://twitter.com/CelinaDanuta/status/1400514603918954500,Thu Aug 20 16:29:31 +0000 2020,1296484440089272321,false,,214133,3439,3373,1,,Danuta.Celina,CelinaDanuta,119025,,,false
,Thu Jun 03 17:49:05 +0000 2021,StandWithBelarus,https://twitter.com/MichalSzczerba/status/1400509272979615746/photo/1,,0,1400509861708943360,,,,pl,,false,,96,1400509272979615746,MichalSzczerba,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Warszawa czeka na @Tsihanouskaya. #StandWithBelarus https://t.co/NSCx89TdY7,https://twitter.com/chmielewska_m/status/1400509861708943360,Sun Dec 01 12:30:17 +0000 2013,2203086430,false,the sky is not the limit,40221,946,2873,5,Polska,Margaret 🇵🇱🇪🇺✈️,chmielewska_m,20114,,,false
,Thu Jun 03 18:08:18 +0000 2021,,,,1,1400514697485488133,warszawa,1400512613491032064,199290168,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@warszawa @WTP_Warszawa @ZDM_Warszawa O i może autobusy nie będę spychały rowerzystów na Nowym Świecie? To by było prawdziwe święto.,https://twitter.com/siwa/status/1400514697485488133,Thu May 03 20:27:47 +0000 2007,5750372,false,"Jestem ubogą staruszką zbierającą chrust, laboga",3747,472,504,16,"Warszawa, Żoliborz",Anna‑Maria Siwińska 🏴‍☠️,siwa,9815,,http://siwinska.net,false
,Thu Jun 03 16:06:43 +0000 2021,,,,2,1400484099693985800,Koniox,1400482927692206086,1189400216,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Koniox Mi ""pusta"" Warszawa rekompensuje jutrzejszą wyprawę do pracy 😏",https://twitter.com/Emil_Ur/status/1400484099693985800,Sun Feb 01 12:25:26 +0000 2015,3009960939,false,,93862,316,557,1,"Warszawa, Polska",Emil,Emil_Ur,12780,,,false
,Thu Jun 03 16:15:46 +0000 2021,,,,0,1400486374017470466,,,,pl,,,,2,1400486265448022023,grzegorz_kita,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Są święta, których świętowanie jest nie tylko przyjemne ale i pożyteczne dla własnego zdrowia 🌿 i środowiska.
Światowy Dzień Roweru 🚴‍♂️
Trasa Wałem Wiślanym.
Warszawa - Pałac w Jabłonnej.
#WorldBicycleDay https://t.co/aHBR16AKG5",https://twitter.com/MeteoprognozaPL/status/1400486374017470466,Wed Jul 16 13:54:38 +0000 2014,2651114600,false,"Pogoda to nasz żywioł! #pogoda #meteo 
https://t.co/yNsUQb6qnz https://t.co/xM6zqUjrML mapy: http://153.19.38.189/",277216,37596,1480,182,Polska,meteoprognoza.pl🇵🇱,MeteoprognozaPL,200993,,http://www.meteoprognoza.pl,false
,Thu Jun 03 16:33:23 +0000 2021,,,,0,1400490808781021184,,,,pl,"Warsaw, Poland",,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Na weekend jestem w @warszawa co fajnego można zobaczyć, zjeść, kogo spotkać",https://twitter.com/cloomm/status/1400490808781021184,Wed May 12 22:49:21 +0000 2010,143221815,false,"Niech zstąpi Duch Twój i odnowi oblicze ziemi, Tej ziemi.",237149,3359,4021,74,Gdańsk,🇵🇱🇺🇦clom,cloomm,217963,,,false
,Thu Jun 03 15:46:42 +0000 2021,wyborcza,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27138460,chinskie-kamery-na-willi-prezydenta-dudy-posel-zlozyl-interpelacje.html?utm_source=facebook.com&utm_medium=SM&utm_campaign=FB_Gazeta_Wyborcza",0,1400479063085625346,,,,pl,,false,,30,1400375064122560516,gazeta_wyborcza,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Chińskie kamery na willi prezydenta Dudy. ""Ryzyko inwigilacji ze strony Pekinu"" #wyborcza https://t.co/KnY9TpSyAZ",https://twitter.com/IPPWarszawa/status/1400479063085625346,Sat Feb 03 16:33:07 +0000 2018,959827098893463553,false,Klub Idź Pod Prąd Warszawa #SupportPastorChojecki #FreeTaiwan 🇮🇱🇵🇱🇺🇸 #IPPTV #megakosciol #PolandStandsWithUSA #FreeHongKong #NieKupujeChinskiego,69695,730,652,2,"Warszawa, Polska",Klub Idź Pod Prąd Warszawa,IPPWarszawa,62752,,,false
,Thu Jun 03 15:56:12 +0000 2021,,,,0,1400481453943709705,,,,pl,,,1400155845044867072,8,1400365658005778432,Stumbras997,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Halo Warszawiacy, sprawa jest. Okażcie swoje wielkie serca. Warszawa ul. Burgaska 2/4 w pawilonie. „Słoiki” tez mogą wpaść do pana Grzesia... https://t.co/VE7RU5tdk7",https://twitter.com/JaRebeliantka/status/1400481453943709705,Tue Jun 02 16:32:14 +0000 2015,3233772889,false,"Ko­bieta,to pro­wodyr wszel­kiego zła: ona, mis­trzy­ni zbrod­ni,  ujarzmia nasze dusze, przez jej plu­gawe miłos­tki dy­mią zgliszcza  ty­lu miast ...",175875,4817,1399,37,,Rebeliantka :),JaRebeliantka,258590,,,false
,Thu Jun 03 15:17:38 +0000 2021,Warszawa,,,0,1400471746743001095,,,,pl,,,,381,1400155845044867072,dziadkowiebiz,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L",https://twitter.com/Rebel07711/status/1400471746743001095,Wed Dec 21 12:55:25 +0000 2016,811555673787998208,false,💯🇵🇱🦎,335894,3251,3601,0,,Maciej Jaśkiewicz,Rebel07711,57551,,,false
,Thu Jun 03 15:02:52 +0000 2021,,,,0,1400468029205630976,prowincji,1400450767496966148,1270460660367921200,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@prowincji @ArturLeonowicz @OskWars @pieinggg @warszawa @trzaskowski_ @AldonaMachnow1 @MiastoJestNasze @WyrzykowskiP @Grzesiek_Gawin @Radziwill_K Pozostawię to bez komentarza... Nie chcę ich brzydko nazywać, chociaż na to zasługują.",https://twitter.com/Raf_alR/status/1400468029205630976,Tue Mar 31 12:48:20 +0000 2020,1244969394788282370,false,"Między duchem a materią pośredniczy matematyka
- Hugo Dyonizy Steinhaus",49740,957,1286,0,,Rafał 💙💛,Raf_alR,19214,,,false
"2.15485,41.39254",Thu Jun 03 15:11:18 +0000 2021,Warszawa,,http://tinyurl.com/y2rgwtsm,0,1400470152681082880,,,,pl,"Barcelona, Spain",false,,0,,,"<a href=""https://tapbots.com/tweetbot/"" rel=""nofollow"">Twitter for iPhone 12 Pro Max </a>",#Warszawa. Skwer przy Gibalskiego przeszedł fenomenalną metamorfozę. Powstał naturalny plac zabaw https://t.co/qiCt5hOYQk,https://twitter.com/pidybi/status/1400470152681082880,Sat Mar 30 17:25:49 +0000 2013,1316862031,false,🤷‍♂️,349,574,599,247,Poland 🌍👈,𝔓𝔦𝔬𝔱𝔯,pidybi,638859,,,false
,Thu Jun 03 16:15:20 +0000 2021,WorldBicycleDay,https://twitter.com/grzegorz_kita/status/1400486265448022023/photo/1,,15,1400486265448022023,,,,pl,,false,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Są święta, których świętowanie jest nie tylko przyjemne ale i pożyteczne dla własnego zdrowia 🌿 i środowiska.
Światowy Dzień Roweru 🚴‍♂️
Trasa Wałem Wiślanym.
Warszawa - Pałac w Jabłonnej.
#WorldBicycleDay https://t.co/aHBR16AKG5",https://twitter.com/grzegorz_kita/status/1400486265448022023,Mon May 25 18:56:20 +0000 2015,3298340482,false,"Ekonomista, inwestor, menadżer. Doradca strategiczny. Prezes i założyciel @SMP_PL (2002r.) Współtwórca @PKSN_pl 🇵🇱 Ex co-owner #Runmageddon. #PR",13310,2885,326,10,"Warsaw, Poland.",Grzegorz Kita,grzegorz_kita,10440,,http://www.sportmanagement.pl/zarzad-sm-polska.html,false
